C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_12_721.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_12_721.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_12_721.jpg,0,0,0,2.395895E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_12_791.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_12_791.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_12_791.jpg,0,0,0,1.314102E-05
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_12_862.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_12_862.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_12_862.jpg,0,0,0,1.36159E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_12_933.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_12_933.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_12_933.jpg,0,0,0,6.25397E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_004.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_004.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_004.jpg,0,0,0,7.767723E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_075.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_075.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_075.jpg,0,0,0,1.403969E-05
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_147.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_147.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_147.jpg,0,0,0,1.856067E-05
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_217.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_217.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_217.jpg,0,0,0,6.802733E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_288.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_288.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_288.jpg,0,0,0,1.114632E-05
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_359.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_359.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_359.jpg,0,0,0,8.918123E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_429.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_429.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_429.jpg,0,0,0,1.154422E-05
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_499.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_499.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_499.jpg,0,0,0,7.060831E-06
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_572.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_572.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_572.jpg,0,0.0387552,0,0.009327532
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_642.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_642.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_642.jpg,0,0.2513016,0,0.1838884
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_713.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_713.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_713.jpg,0,0.4289737,0,0.4125205
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_784.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_784.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_784.jpg,0,0.677568,0,0.9100596
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_858.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_858.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_858.jpg,0,0.8624604,0,1.46906
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_13_931.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_13_931.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_13_931.jpg,-0.2,1,0,2.336008
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_003.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_003.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_003.jpg,-0.4,1,0,3.237692
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_074.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_074.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_074.jpg,0,1,0,3.923962
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_154.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_154.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_154.jpg,0,1,0,4.857474
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_222.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_222.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_222.jpg,-0.2,1,0,5.777676
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_296.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_296.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_296.jpg,-0.35,1,0,6.451651
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_374.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_374.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_374.jpg,0,1,0,7.343252
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_450.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_450.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_450.jpg,0,1,0,8.249289
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_524.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_524.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_524.jpg,-0.15,1,0,9.14513
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_600.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_600.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_600.jpg,-0.35,1,0,10.00848
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_677.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_677.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_677.jpg,-0.5000001,1,0,10.63112
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_751.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_751.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_751.jpg,-0.7,1,0,11.42535
C:\Users\Γιάννης\Documents\RaceData\IMG\center_2021_01_07_16_47_14_828.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\left_2021_01_07_16_47_14_828.jpg,C:\Users\Γιάννης\Documents\RaceData\IMG\right_2021_01_07_16_47_14_828.jpg,-0.9000002,1,0,12.02872
